Timestamp,RAM Usage (Bytes)
1719399190147,895304
1719399190247,948048
1719399190347,948088
1719399190447,1541016
1719399190547,2794688
1719399190647,1220144
1719399190747,868120
1719399190847,3686400
1719399190947,14788536
1719399191047,23993624
1719399191147,17594864
1719399191263,42017680
1719399191363,40155960
1719399191463,50876656
1719399191563,56150264
1719399191663,41139800
1719399191763,54959168
1719399191863,34417832
1719399191963,26873384
1719399192063,44164376
1719399192163,35127432
1719399192263,28878048
1719399192363,46158400
1719399192463,38016952
1719399192563,29736784
1719399192663,47243336
1719399192763,40564632
1719399192863,32832304
1719399192963,47322280
1719399193063,41421664
1719399193163,35855440
1719399193263,30379624
1719399193363,47106008
1719399193463,39782632
1719399193563,22721376
1719399193663,22983904
1719399193763,23984992
1719399193863,23287536
1719399193963,24215992
1719399194063,23787696
1719399194163,25781552
1719399194263,25779864
1719399194363,26398032
1719399194463,26365248
1719399194563,26708040
1719399194663,28386456
1719399194763,27029056
1719399194863,27855352
1719399194963,29584240
1719399195063,30775800
1719399195163,29985800
1719399195263,31170744
1719399195363,30932192
1719399195463,30753376
1719399195563,30947472
1719399195663,32283416
1719399195763,6939936
1719399195863,9978984
1719399195963,13614296
1719399196063,12308288
1719399196163,15077944
1719399196263,10786344
1719399196363,9243008
1719399196463,14606552
1719399196563,10580352
1719399196663,15683520
1719399196763,11284192
1719399196863,15267504
1719399196963,11357736
