Timestamp,RAM Usage (Bytes)
1719399143830,3288360
1719399143930,3341624
1719399144030,3341664
1719399144130,3540592
1719399144230,2014096
1719399144330,3239376
1719399144430,2063400
1719399144530,2134608
1719399144650,20982128
1719399144750,24653720
1719399144850,15799912
1719399144954,46992680
1719399145054,40683240
1719399145154,40396576
1719399145254,33466552
1719399145354,34893512
1719399145454,42388472
1719399145554,33381728
1719399145654,35064416
1719399145754,37777248
1719399145854,20884024
1719399145954,22485696
1719399146054,23602856
1719399146154,25733640
1719399146254,28010680
1719399146354,32821768
1719399146454,35232960
1719399146554,36949128
1719399146654,20112128
1719399146754,21889800
1719399146854,24138544
1719399146954,27330208
1719399147054,29541448
1719399147154,30674432
1719399147254,19092976
1719399147354,17849328
1719399147454,17846848
1719399147554,18219928
1719399147654,17842920
1719399147754,16847736
1719399147854,15111040
1719399147954,23350568
1719399148054,21865872
1719399148154,21349936
1719399148254,22437512
1719399148354,21488800
1719399148454,20033752
1719399148554,19341640
1719399148654,14105144
1719399148754,11210096
1719399148854,13380696
1719399148954,21932392
1719399149054,19143608
1719399149154,17165048
1719399149254,14402200
1719399149354,12848072
1719399149454,22074096
1719399149554,20909016
1719399149654,18682472
1719399149754,15206120
1719399149854,14349008
1719399149954,22139296
1719399150054,22239736
1719399150154,21520184
1719399150254,19553232
1719399150358,4007720
1719399150458,8049592
1719399150558,4516688
1719399150658,4598064
1719399150758,6694560
