Timestamp,RAM Usage (Bytes)
1719309742935,1484152
1719309743035,1536920
1719309743135,1536960
1719309743239,2298912
1719309743339,3383736
1719309743439,1604688
1719309743539,862496
1719309743639,3334104
1719309743739,5998416
1719309743839,4591952
1719309743939,9368040
1719309744039,7228376
1719309744139,7431768
1719309744239,8189872
1719309744339,5945880
1719309744439,8161744
1719309744539,6798672
1719309744639,9685144
1719309744739,5458920
1719309744843,8135536
1719309744943,7502928
1719309745043,9525448
1719309745143,8184576
1719309745243,9721736
1719309745343,8246984
1719309745443,6615352
1719309745543,6899624
1719309745643,7161168
1719309745743,7083376
1719309745843,6332984
1719309745943,8467408
1719309746043,6005936
1719309746143,4582952
1719309746243,7099712
1719309746343,5161440
1719309746443,6236552
1719309746543,6878544
1719309746643,6865080
1719309746743,4431064
1719309746843,8205016
1719309746943,6131552
1719309747043,4916080
1719309747143,7185896
1719309747243,8417160
1719309747343,4611024
1719309747443,8758168
1719309747543,8726392
1719309747643,7992592
1719309747743,4072024
1719309747843,5667472
1719309747943,6574456
1719309748043,4945000
1719309748143,5341448
1719309748243,4729944
1719309748343,7467360
1719309748443,5395360
1719309748543,4236232
1719309748643,6829176
1719309748743,6016016
1719309748843,7177672
1719309748943,6866752
1719309749043,5640024
1719309749143,4792376
1719309749243,3895520
1719309749343,5318408
1719309749443,4690464
1719309749543,4412248
1719309749643,6926312
1719309749743,7614288
1719309749843,7834792
1719309749943,6262256
1719309750043,5623312
1719309750143,5921968
1719309750243,6935424
1719309750343,3836224
1719309750443,5714888
1719309750543,7021488
1719309750643,5551512
