Timestamp,RAM Usage (Bytes)
1719405568970,1836664
1719405569070,1322712
1719405569170,2442832
1719405569270,2442896
1719405569374,2442904
1719405569482,3450528
1719405569582,6451312
1719405569682,7758312
1719405569782,5773224
1719405569890,5264176
1719405569990,22079056
1719405570090,25508968
1719405570190,24926840
1719405570290,29494448
1719405570390,36321056
1719405570490,37540200
1719405570590,23532088
1719405570690,27494576
1719405570790,32027488
1719405570890,35243392
1719405570990,22433192
1719405571090,23300688
1719405571190,27800632
1719405571290,31350096
1719405571394,35291248
1719405571494,21238072
1719405571594,25203808
1719405571694,27384120
1719405571794,29962432
1719405571894,34240720
1719405571994,36149568
1719405572094,20952120
1719405572194,25273864
1719405572294,30497408
1719405572398,36396384
1719405572498,23348456
1719405572598,27671256
1719405572698,31991264
1719405572798,34599256
1719405572898,20351488
1719405572998,25566048
1719405573098,30109016
1719405573198,31098696
1719405573298,36390384
1719405573398,21256216
1719405573498,28052968
1719405573598,34611144
1719405573698,19638232
1719405573798,25743672
1719405573898,31651328
1719405573998,31202056
1719405574098,31557720
1719405574198,33382096
1719405574298,32583608
1719405574398,32732040
1719405574498,17738384
1719405574598,19532280
1719405574698,19355304
1719405574798,20470640
1719405574898,19464712
1719405574998,19683296
1719405575098,20154208
1719405575198,19745960
1719405575298,21797392
1719405575398,20611944
1719405575498,23175928
1719405575598,24828944
1719405575698,27911424
1719405575798,26781672
1719405575898,26621568
1719405575998,26976992
1719405576098,27293856
1719405576198,27125288
1719405576298,27119424
1719405576398,28075992
1719405576498,26162856
1719405576598,28515200
1719405576698,29610256
1719405576798,29825576
1719405576898,28393408
1719405576998,29148288
1719405577098,29509040
1719405577198,28524328
1719405577298,2551320
1719405577398,4501760
1719405577498,4456072
1719405577598,4358696
1719405577698,5304800
