Timestamp,RAM Usage (Bytes)
1719405488638,2810920
1719405488738,1906832
1719405488838,3157480
1719405488938,3157544
1719405489038,3157544
1719405489150,4672112
1719405489250,7260376
1719405489350,5911200
1719405489450,4816576
1719405489550,12754344
1719405489650,14261216
1719405489750,10628840
1719405489850,15915784
1719405489950,12330376
1719405490050,14164592
1719405490150,9957408
1719405490250,8758232
1719405490350,14773304
1719405490450,8656536
1719405490550,16235728
1719405490650,10658304
1719405490750,9937928
1719405490850,14624360
1719405490950,17144024
1719405491050,13857416
1719405491150,14070760
1719405491250,12194992
1719405491354,16897768
1719405491454,12169192
1719405491554,9464656
1719405491654,14903992
1719405491754,10011248
1719405491854,8232040
1719405491954,16305992
1719405492054,12564664
1719405492154,10734056
1719405492254,15626816
1719405492354,11298872
1719405492454,11862040
1719405492554,16525432
1719405492654,16362896
1719405492754,14144192
1719405492854,12472080
1719405492954,9522560
1719405493054,15911728
1719405493154,12623000
1719405493254,11952552
1719405493354,10642728
1719405493454,16289872
1719405493554,13330344
1719405493654,11129688
1719405493758,12731992
1719405493858,12291824
1719405493958,12041008
1719405494058,11507800
1719405494158,12019320
1719405494258,11996400
1719405494358,9864600
1719405494458,9670008
1719405494558,8108152
1719405494658,8352928
1719405494758,12793416
1719405494858,6529472
1719405494958,12261696
1719405495058,11634912
1719405495158,12804504
1719405495258,12454272
1719405495358,10221736
1719405495458,8523008
1719405495558,13168048
1719405495658,12103696
1719405495758,10064152
1719405495858,8632816
1719405495958,14034728
1719405496058,7678432
1719405496158,7791688
1719405496258,13387920
1719405496358,12064208
1719405496462,10969088
1719405496562,8864168
1719405496662,8340120
1719405496762,12776688
1719405496862,11455440
1719405496962,9061120
1719405497062,13348040
1719405497162,12111336
1719405497262,9611824
1719405497362,7981600
1719405497462,5441512
1719405497562,3435640
1719405497662,4067440
1719405497762,5936648
1719405497862,6891168
