Timestamp,RAM Usage (Bytes)
1719405347301,3103176
1719405347401,2108336
1719405347501,3359672
1719405347601,3359744
1719405347701,3446240
1719405347801,3351640
1719405347901,3764176
1719405348001,4990672
1719405348105,4826016
1719405348205,3723120
1719405348305,5566960
1719405348405,5143224
1719405348505,5518296
1719405348605,5524448
1719405348709,6072992
1719405348809,6156864
1719405348909,6274752
1719405349009,5765248
1719405349109,5782560
1719405349209,6273024
1719405349309,5562504
1719405349409,5440392
1719405349509,6195616
1719405349609,5974976
1719405349709,6269744
1719405349809,5474736
1719405349909,6267968
1719405350009,5613536
1719405350109,6061744
1719405350209,6222120
1719405350309,4451592
1719405350409,3646792
1719405350509,3731608
1719405350609,2633392
1719405350709,4641664
1719405350809,5445616
1719405350909,3064040
1719405351009,3137904
1719405351109,3270544
1719405351209,5043184
1719405351309,5083080
1719405351409,5255496
1719405351509,5083272
1719405351609,4265248
1719405351709,2686160
1719405351809,5113152
1719405351909,4262808
1719405352009,2979840
1719405352109,5155776
1719405352209,5045248
1719405352309,4246384
1719405352409,5423176
1719405352509,4816496
1719405352609,5533056
1719405352709,2869496
1719405352809,4514856
1719405352909,4645320
1719405353009,5445144
1719405353109,5285480
1719405353209,5281240
1719405353309,4838016
1719405353409,4963616
1719405353509,3958528
1719405353609,3087192
1719405353709,3020936
1719405353809,3340248
1719405353909,4803168
1719405354009,5204640
1719405354109,4384656
1719405354209,4471872
1719405354309,5056960
1719405354409,4040864
1719405354509,5493128
1719405354609,5479040
1719405354709,3404512
1719405354809,5743544
1719405354909,6099464
1719405355009,4232672
1719405355109,5658928
1719405355209,5165560
1719405355309,3777976
1719405355409,5324656
1719405355509,5169616
1719405355609,5484512
1719405355709,5229224
1719405355809,6264696
1719405355909,6013624
1719405356009,6386696
1719405356109,4747040
1719405356209,4877752
1719405356309,5197984
1719405356409,6794408
1719405356509,3677400
1719405356609,4809544
1719405356709,7449976
1719405356809,5722608
1719405356909,6491352
1719405357009,7093192
1719405357109,5485696
1719405357209,6853232
1719405357309,6169120
1719405357409,6241912
1719405357509,7995648
1719405357609,4546952
1719405357709,7179456
1719405357809,7886624
