Timestamp,RAM Usage (Bytes)
1719919062986,2201896
1719919063086,1510088
1719919063186,2632896
1719919063286,2632960
1719919063386,2632960
1719919063486,4272800
1719919063586,3970160
1719919063686,5515920
1719919063786,3750736
1719919063886,8877560
1719919064018,23866520
1719919064118,25284312
1719919064218,33205656
1719919064318,21576376
1719919064418,22362328
1719919064518,22326608
1719919064618,25493432
1719919064718,35725376
1719919064818,35916928
1719919064918,37820376
1719919065018,30287160
1719919065118,23838912
1719919065218,24564488
1719919065318,35226096
1719919065418,22354352
1719919065518,22215904
1719919065618,22847088
1719919065718,27407064
1719919065818,28720768
1719919065918,36335224
1719919066018,38367984
1719919066118,23952680
1719919066218,27563640
1719919066318,34183232
1719919066418,37065040
1719919066518,22696776
1719919066618,25135144
1719919066718,31919888
1719919066818,33904976
1719919066918,34185576
1719919067018,21659800
1719919067118,31353032
1719919067218,23596792
1719919067318,29167872
1719919067418,30154384
1719919067518,31171344
1719919067618,35019824
1719919067718,36367960
1719919067818,32546024
1719919067918,32505328
1719919068018,27156968
1719919068118,25299760
1719919068218,21463600
1719919068318,23768560
1719919068418,22913152
1719919068518,21040904
1719919068618,27170824
1719919068718,33972712
1719919068818,33940296
1719919068918,30946112
1719919069018,29392000
1719919069118,29973736
1719919069218,29637992
1719919069318,26572496
1719919069418,21431520
1719919069518,34863040
1719919069618,34542128
1719919069718,30342480
1719919069818,27559360
1719919069918,22488120
1719919070018,36210456
1719919070118,32240856
1719919070218,30425168
1719919070318,26022360
1719919070418,23119456
1719919070518,19766096
1719919070618,34193760
1719919070718,29082984
1719919070818,25264920
1719919070918,24771712
1719919071018,35882296
1719919071118,30565824
1719919071218,30487168
1719919071318,30704024
1719919071418,29562784
