Timestamp,RAM Usage (Bytes)
1719399359616,3230264
1719399359716,3283424
1719399359816,3283464
1719399359916,848704
1719399360016,1981624
1719399360116,3205944
1719399360216,1868024
1719399360324,2790824
1719399360432,21625696
1719399360532,22509744
1719399360632,22833864
1719399360732,25249656
1719399360880,56767800
1719399360980,37234896
1719399361080,69542816
1719399361180,66540792
1719399361280,37045064
1719399361380,43944584
1719399361480,44040272
1719399361580,53748864
1719399361680,33415456
1719399361780,44606264
1719399361880,55349800
1719399361980,47870832
1719399362080,41029832
1719399362180,52054960
1719399362280,60065936
1719399362380,38730296
1719399362480,49772648
1719399362580,60026736
1719399362680,37872160
1719399362780,47889448
1719399362880,55487984
1719399362980,34626952
1719399363080,42383144
1719399363180,36999024
1719399363280,45658704
1719399363380,32329192
1719399363480,43009264
1719399363580,28379928
1719399363680,39368128
1719399363780,24115512
1719399363880,34667592
1719399363980,45202112
1719399364080,32450472
1719399364180,42311704
1719399364280,31230928
1719399364380,41237312
1719399364480,27181496
1719399364580,37553784
1719399364680,46393736
1719399364780,32179480
1719399364880,43639848
1719399364980,31329096
1719399365080,43879496
1719399365180,32711848
1719399365280,42599176
1719399365380,28949648
1719399365480,38457816
1719399365580,25934480
1719399365680,36487312
1719399365780,45077400
1719399365880,30684432
1719399365980,39939936
1719399366080,25505856
1719399366180,36796296
