Timestamp,RAM Usage (Bytes)
1719918795392,1567368
1719918795496,1619848
1719918795596,1619880
1719918795696,2335480
1719918795796,3464352
1719918795896,1611864
1719918795996,697312
1719918796100,3229200
1719918796212,24230600
1719918796312,19480224
1719918796412,22408944
1719918796520,39047216
1719918796652,67298536
1719918796752,59099128
1719918796852,43460352
1719918796952,60409024
1719918797052,65298112
1719918797152,32369536
1719918797252,43732112
1719918797352,52751760
1719918797452,34192096
1719918797552,44475400
1719918797652,53731024
1719918797752,32727304
1719918797852,43563328
1719918797952,51265840
1719918798052,61487568
1719918798152,39832496
1719918798252,55068592
1719918798352,47322936
1719918798452,50325104
1719918798552,35980944
1719918798652,46032312
1719918798752,41362024
1719918798852,25180792
1719918798952,33696384
1719918799052,45387224
1719918799152,30856096
1719918799252,38692960
1719918799352,46112688
1719918799452,31324056
1719918799552,40677872
1719918799652,24700376
1719918799752,39779648
1719918799852,46870008
1719918799952,40877104
1719918800052,25342000
1719918800152,35072296
1719918800252,46839848
1719918800352,30725720
1719918800452,41700392
1719918800552,27462840
1719918800652,36780488
1719918800752,44952136
1719918800852,31485584
1719918800952,41493176
1719918801052,32362552
1719918801152,46300224
1719918801252,32075736
1719918801352,40431816
1719918801452,46959776
1719918801552,32448824
1719918801652,40027184
1719918801752,26555848
1719918801852,33967984
