Timestamp,RAM Usage (Bytes)
1719406552792,1120120
1719406552892,2756232
1719406552992,1056384
1719406553092,1056448
1719406553192,2766712
1719406553292,1064632
1719406553392,5894240
1719406553500,9572816
1719406553600,12996736
1719406553700,22051096
1719406553800,22229488
1719406553900,25176096
1719406554000,22118400
1719406554100,21552736
1719406554200,18915440
1719406554300,23335920
1719406554400,16690872
1719406554500,17945800
1719406554600,16433312
1719406554700,23945296
1719406554800,23530904
1719406554900,26264192
1719406555000,26858528
1719406555100,19743936
1719406555200,21938656
1719406555300,16161040
1719406555400,20660928
1719406555500,17813136
1719406555600,17658144
1719406555700,27200824
1719406555800,19157424
1719406555900,22685176
1719406556000,26527952
1719406556100,27707064
1719406556200,17843176
1719406556300,20985120
1719406556400,23642328
1719406556500,26089296
1719406556600,26746792
1719406556700,18299568
1719406556800,17227688
1719406556900,14050688
1719406557000,27997744
1719406557100,18261408
1719406557200,14224944
1719406557300,14662312
1719406557400,15213560
1719406557500,22601576
1719406557600,25085760
1719406557700,14022760
1719406557800,17440600
1719406557900,20172776
1719406558000,25053424
1719406558100,20499304
1719406558200,23856848
1719406558300,25188976
1719406558400,18749416
1719406558500,15474480
1719406558600,17792168
1719406558700,19810200
1719406558800,22507768
1719406558900,12620808
1719406559000,22700704
1719406559100,21606232
1719406559200,15323576
1719406559300,20836040
1719406559400,14354784
1719406559500,18344064
1719406559600,21007616
1719406559700,21576952
1719406559800,23298184
1719406559900,24091120
1719406560000,17442992
1719406560100,17210048
1719406560200,12767928
1719406560300,18888768
1719406560400,14695720
1719406560500,19823272
1719406560600,17633752
1719406560700,12911232
1719406560800,18554168
1719406560900,13625568
1719406561000,17923864
1719406561100,14511200
1719406561200,19256896
1719406561300,11391056
1719406561400,18298280
1719406561500,13891912
1719406561600,17982352
1719406561700,14003216
1719406561800,17800640
1719406561900,11767752
1719406562000,18350272
1719406562100,7983976
1719406562200,18236728
1719406562300,16822280
1719406562400,18078656
1719406562500,15668880
1719406562600,15588416
1719406562700,14626368
1719406562800,12013656
1719406562900,13841208
1719406563000,13865368
1719406563100,13439544
1719406563200,12486800
1719406563300,10429680
1719406563400,11794936
1719406563500,12721416
1719406563600,19650904
1719406563700,20121952
1719406563800,19257448
1719406563900,20053512
1719406564000,19058528
1719406564100,10759944
1719406564200,11761528
1719406564300,18455152
1719406564400,16234232
1719406564500,15034816
1719406564600,13827736
1719406564700,10639904
1719406564800,13924808
1719406564900,13082176
1719406565000,10298072
1719406565100,14085856
1719406565200,10355240
1719406565300,14030864
1719406565400,11300624
1719406565500,14754400
1719406565600,11343440
1719406565700,8718504
1719406565800,14758480
1719406565900,13445864
1719406566000,10878336
1719406566100,14845072
1719406566200,14861912
1719406566300,10724488
1719406566400,10853136
1719406566500,14073472
1719406566600,13059848
1719406566700,10508208
1719406566800,13929192
1719406566900,6690592
1719406567000,8768248
1719406567100,8400896
1719406567200,5826400
1719406567300,7602552
1719406567400,5657816
1719406567500,6560856
1719406567600,8639800
1719406567700,5486312
1719406567800,5406160
1719406567900,7823776
1719406568000,7627464
