Timestamp,RAM Usage (Bytes)
1719407065412,2031960
1719407065512,965792
1719407065612,2188128
1719407065712,2188192
1719407065812,1493528
1719407065912,1401080
1719407066012,4135472
1719407066112,3309624
1719407066212,9608912
1719407066316,45039960
1719407066416,36104704
1719407066516,37697168
1719407066616,35006952
1719407066716,30983496
1719407066816,24987664
1719407066916,43348080
1719407067016,36677792
1719407067116,30755376
1719407067216,47310352
1719407067316,41376184
1719407067416,33975432
1719407067516,29441536
1719407067616,46847208
1719407067716,42634392
1719407067816,37589408
1719407067916,32712208
1719407068016,34314040
1719407068116,44004520
1719407068216,40820840
1719407068316,38675896
1719407068416,28330032
1719407068516,46746680
1719407068616,42290712
1719407068716,34123024
1719407068816,28354232
1719407068916,45704808
1719407069016,40821008
1719407069116,33626904
1719407069216,27219288
1719407069316,47510704
1719407069416,39727536
1719407069516,33489768
1719407069616,29190376
1719407069716,47729800
1719407069816,42134128
1719407069916,36656560
1719407070016,29614584
1719407070116,25162056
1719407070216,46445672
1719407070316,41588216
1719407070416,34921624
1719407070516,29602688
1719407070616,44238424
1719407070716,40197808
1719407070816,35793320
1719407070916,31984360
1719407071016,28572552
1719407071116,26043600
1719407071216,25939248
1719407071320,45500576
1719407071420,41666616
1719407071520,34952200
1719407071620,30922736
1719407071720,26903664
1719407071820,44339832
1719407071920,43041192
1719407072020,36684376
1719407072120,32966384
1719407072220,27327000
1719407072320,24602672
1719407072420,42868304
1719407072520,39020504
1719407072620,35050112
1719407072720,27137160
1719407072820,44822000
1719407072920,41876456
1719407073020,36763320
1719407073120,32058144
1719407073220,26633664
1719407073320,22310216
1719407073420,42634416
1719407073520,41847968
1719407073620,42121480
1719407073720,39068936
1719407073820,35201128
1719407073920,28961480
1719407074020,25700728
1719407074120,43771256
1719407074220,38712864
1719407074320,33538552
1719407074420,30997128
1719407074520,28944808
1719407074620,25620600
1719407074720,43399664
1719407074820,39386864
1719407074920,29961400
1719407075020,25054048
1719407075120,14866576
1719407075220,22845328
1719407075320,29162176
1719407075420,21215920
1719407075520,27437624
1719407075620,22063664
1719407075720,15188352
1719407075820,23027912
1719407075920,15155432
1719407076020,21897320
1719407076120,26362968
1719407076220,16741576
1719407076320,24471624
1719407076420,29406176
1719407076520,21221008
1719407076620,16170744
1719407076720,25124064
1719407076820,22913688
1719407076920,16805408
1719407077020,25946560
1719407077120,18289240
1719407077220,25030280
1719407077320,15977968
1719407077420,23415224
1719407077520,29034000
1719407077620,22432504
1719407077720,28599816
1719407077820,18225968
1719407077920,26118560
1719407078020,21116952
1719407078120,26963352
1719407078220,18626408
1719407078320,25534200
1719407078420,16372648
1719407078520,24095496
1719407078620,18844216
1719407078720,26387640
1719407078820,22438616
1719407078920,16135344
1719407079020,14845744
1719407079120,25756848
1719407079220,22108880
1719407079320,29554536
1719407079420,20599760
1719407079520,26345760
1719407079620,17829480
1719407079720,24151440
1719407079820,17270000
1719407079920,25321968
1719407080020,15866664
1719407080120,27618328
1719407080220,20438672
1719407080320,29053048
