Timestamp,RAM Usage (Bytes)
1719407008488,2249368
1719407008588,1226568
1719407008688,2356456
1719407008788,3295552
1719407008888,3800576
1719407008988,1179088
1719407009088,5274184
1719407009196,17208968
1719407009304,21071288
1719407009424,44661168
1719407009524,26056752
1719407009624,37764056
1719407009724,36635200
1719407009824,36405560
1719407009924,41487328
1719407010024,35354920
1719407010124,31714248
1719407010224,33976488
1719407010324,27400696
1719407010424,45173416
1719407010524,42526984
1719407010624,42412840
1719407010724,39134696
1719407010824,32405392
1719407010924,26036016
1719407011024,44361168
1719407011124,39250808
1719407011224,32623192
1719407011324,26451440
1719407011424,45917520
1719407011524,43667360
1719407011624,40285000
1719407011724,34460616
1719407011824,28242480
1719407011924,46975680
1719407012024,41231520
1719407012124,35223000
1719407012224,27137976
1719407012324,46130480
1719407012424,43416736
1719407012524,41624752
1719407012624,38037536
1719407012724,30284896
1719407012824,46256552
1719407012924,39789704
1719407013024,36152880
1719407013124,31044392
1719407013224,48022032
1719407013324,40308896
1719407013424,36890768
1719407013524,31804400
1719407013624,25718952
1719407013724,24187728
1719407013824,44841560
1719407013924,39913288
1719407014024,35868640
1719407014124,28660960
1719407014224,24497616
1719407014324,43179880
1719407014424,37516560
1719407014524,35433280
1719407014624,32841536
1719407014724,32796544
1719407014824,27720544
1719407014924,22854792
1719407015024,43040768
1719407015124,39052304
1719407015224,33208840
1719407015324,27114240
1719407015424,23789688
1719407015524,43926864
1719407015624,41197720
1719407015724,34949632
1719407015824,27221776
1719407015924,33083976
1719407016024,41272408
1719407016124,33768040
1719407016224,29417008
1719407016324,25180264
1719407016424,42380384
1719407016524,36227888
1719407016624,31101432
1719407016724,25693136
1719407016824,24183568
1719407016924,43690112
1719407017024,36802560
1719407017124,34207744
1719407017224,29629248
1719407017324,23198696
1719407017424,43197576
1719407017524,37558832
1719407017624,31770256
1719407017724,28803104
1719407017824,23895272
1719407017924,43646128
1719407018024,38174384
1719407018124,26480816
1719407018224,18190096
1719407018324,19995768
1719407018424,23798536
1719407018524,28986120
1719407018624,20716960
1719407018724,27477168
1719407018824,17129256
1719407018924,24532960
1719407019024,29662704
1719407019124,22195456
1719407019224,28089560
1719407019324,20925112
1719407019424,28438752
1719407019524,19393408
1719407019624,25403280
1719407019724,18040016
1719407019824,25393664
1719407019924,16098088
1719407020024,23276656
1719407020124,27883304
1719407020224,19096464
1719407020324,25483264
1719407020424,28924848
1719407020524,21012168
1719407020624,28074344
1719407020724,19900408
1719407020824,26722200
1719407020924,17222368
1719407021024,25738776
1719407021124,16630856
1719407021224,23593064
1719407021324,28695952
1719407021424,20477064
1719407021524,26242592
1719407021624,17914072
1719407021724,22720104
1719407021824,15631840
1719407021924,22921848
1719407022024,28970608
1719407022124,20844352
1719407022224,27023336
1719407022324,19013952
1719407022424,25312672
1719407022524,29203080
1719407022624,22053920
1719407022724,29091248
1719407022824,20238072
1719407022924,27705200
1719407023024,18064056
1719407023124,24770216
1719407023224,15783696
1719407023324,22823096
1719407023424,14866648
