Timestamp,RAM Usage (Bytes)
1719406331579,2450744
1719406331679,1366400
1719406331779,2517544
1719406331879,2517608
1719406331979,1705456
1719406332079,2363288
1719406332179,4227328
1719406332279,5648984
1719406332379,7155280
1719406332479,5467160
1719406332579,4010928
1719406332679,6667728
1719406332779,5105312
1719406332879,7156376
1719406332979,6943480
1719406333079,7015784
1719406333179,4079728
1719406333279,5122224
1719406333379,7126776
1719406333479,5395192
1719406333579,6515432
1719406333679,6403528
1719406333779,4254232
1719406333879,4231728
1719406333979,4929440
1719406334079,5486496
1719406334179,6654400
1719406334279,7140272
1719406334379,6113768
1719406334479,3779184
1719406334579,4941832
1719406334679,5126344
1719406334779,5035648
1719406334879,4696640
1719406334979,5098384
1719406335079,4527808
1719406335179,7069912
1719406335279,7327304
1719406335379,5629592
1719406335479,5571712
1719406335579,6512624
1719406335679,4974400
1719406335779,4641648
1719406335879,7011632
1719406335979,6667776
1719406336079,3789872
1719406336179,7005920
1719406336279,7591232
1719406336379,5821200
1719406336479,3788528
1719406336579,5318880
1719406336679,4883112
1719406336779,7236664
1719406336879,4682496
1719406336979,6400952
1719406337079,6497808
1719406337179,7569096
1719406337279,6560656
1719406337379,3859040
1719406337479,7457824
1719406337579,7332248
1719406337679,7671576
1719406337779,6134944
1719406337879,3802144
1719406337979,5288224
1719406338079,6357944
1719406338179,6938552
1719406338279,7327024
1719406338379,4827664
1719406338479,6082448
1719406338579,6111456
1719406338679,6917664
1719406338779,6939888
1719406338879,7411472
1719406338979,5884816
1719406339079,4450608
1719406339179,6969080
1719406339279,6345064
1719406339379,5889648
1719406339479,5334984
1719406339579,6977136
1719406339679,6403944
1719406339779,4436000
1719406339879,6765280
1719406339979,6643920
1719406340079,4890504
1719406340179,4089784
1719406340279,5443768
1719406340379,5617128
1719406340479,7509336
1719406340579,4594160
1719406340679,5275112
1719406340779,5535048
1719406340879,5431776
1719406340979,4298120
1719406341079,5908064
1719406341179,6702248
1719406341279,5520072
1719406341379,6505760
1719406341479,7673600
1719406341579,5169392
1719406341679,7234080
1719406341779,3940640
1719406341879,7304080
1719406341979,4035464
1719406342079,6348824
1719406342179,4324144
1719406342279,6877328
1719406342379,4852792
1719406342479,6560144
1719406342579,4751952
1719406342679,5755640
1719406342779,7642520
1719406342879,7663216
1719406342979,4322992
1719406343079,7219840
1719406343179,5908192
1719406343279,7564472
1719406343379,5646680
1719406343479,8304496
1719406343579,5598744
1719406343679,4646088
1719406343779,8816840
1719406343879,7274120
1719406343979,5861560
1719406344079,5782880
1719406344179,7505784
1719406344279,6969352
1719406344383,9373208
1719406344483,7566400
1719406344583,5997528
1719406344683,8167624
1719406344783,7288584
1719406344883,7096152
1719406344983,6153288
1719406345083,8061488
1719406345183,6444400
1719406345283,6420928
1719406345383,7230136
1719406345483,4901904
1719406345583,5531632
1719406345683,9538520
1719406345783,9415032
1719406345883,8232832
1719406345983,5289568
1719406346083,7321568
1719406346183,8341328
1719406346283,5649920
1719406346383,6056736
1719406346483,7407728
1719406346583,8457224
1719406346683,8738272
1719406346783,7584800
1719406346883,7678568
1719406346983,9010136
1719406347083,8135768
1719406347183,5289736
1719406347283,6743792
1719406347383,6814880
1719406347483,7115920
1719406347583,7865016
1719406347683,6414744
1719406347783,8958600
1719406347883,6906992
1719406347983,9678776
1719406348083,9834128
1719406348183,6476416
1719406348283,7494608
1719406348383,8044888
1719406348483,7489864
1719406348583,6170080
