Timestamp,RAM Usage (Bytes)
1719406391423,2474296
1719406391523,1405440
1719406391623,2527232
1719406391727,2527304
1719406391827,1710768
1719406391927,874144
1719406392027,3367520
1719406392127,7050560
1719406392227,7860856
1719406392327,7515432
1719406392427,7296088
1719406392527,7627200
1719406392627,8713784
1719406392727,9145992
1719406392827,7988536
1719406392927,9196528
1719406393027,11342096
1719406393127,9451872
1719406393227,9103744
1719406393327,6728104
1719406393427,9995232
1719406393527,7700176
1719406393627,7643952
1719406393727,10313672
1719406393827,6467744
1719406393927,8190016
1719406394027,8141752
1719406394127,5159120
1719406394227,9501848
1719406394327,5593792
1719406394427,8674232
1719406394527,8094920
1719406394627,10093272
1719406394727,6936496
1719406394827,8296488
1719406394927,5502128
1719406395027,7509280
1719406395127,8684064
1719406395227,9371568
1719406395327,8746344
1719406395427,7732848
1719406395527,9331336
1719406395627,7001424
1719406395727,8723472
1719406395827,8139200
1719406395927,5928576
1719406396027,7087952
1719406396127,9319928
1719406396227,10081056
1719406396327,9535656
1719406396427,9264920
1719406396527,9091328
1719406396627,7547376
1719406396727,7006288
1719406396827,6410872
1719406396927,7468344
1719406397027,8179912
1719406397127,8699688
1719406397227,8179000
1719406397327,5743448
1719406397427,4649464
1719406397527,6401392
1719406397627,4876568
1719406397727,5468120
1719406397827,7800184
1719406397927,7913864
1719406398027,7811952
1719406398127,7880592
1719406398227,4582960
1719406398327,5628368
1719406398427,7415768
1719406398527,5312704
1719406398627,9267808
1719406398727,8483208
1719406398827,4589912
1719406398927,5033952
1719406399027,7318256
1719406399127,8248760
1719406399227,6915520
1719406399327,9106192
1719406399427,7970312
1719406399527,7944576
1719406399627,6669856
1719406399727,9179424
1719406399827,9162848
1719406399927,8149776
1719406400027,7463592
1719406400127,4099736
1719406400227,6366696
1719406400327,4786440
1719406400427,7477392
1719406400527,7471784
1719406400627,6396984
1719406400727,6542984
1719406400827,3925576
1719406400927,7504248
1719406401027,4664288
1719406401127,7588448
1719406401227,5952032
1719406401327,8273832
1719406401427,9394864
1719406401527,4970968
1719406401627,6807312
1719406401727,8141784
1719406401827,6847536
1719406401927,8119192
1719406402027,5915040
1719406402127,8832384
1719406402227,7414224
1719406402327,9750904
1719406402427,10071928
1719406402527,9425592
1719406402627,5787904
1719406402727,9207424
1719406402827,5040560
1719406402927,9620120
1719406403027,8018568
1719406403127,7747040
1719406403227,6621416
1719406403327,10072336
1719406403427,7334960
1719406403527,8119856
1719406403627,5865392
1719406403727,8891032
1719406403827,4697240
1719406403927,9247776
1719406404027,5366048
1719406404127,7048448
1719406404227,8261656
1719406404327,6008624
1719406404427,8597304
1719406404527,9021792
1719406404627,9082640
1719406404727,6259608
1719406404827,7244696
1719406404927,8159768
1719406405027,5304984
1719406405127,7671928
1719406405227,8607680
1719406405327,4760152
1719406405427,6290112
1719406405527,6871352
1719406405627,7141344
1719406405727,6967480
1719406405827,6855056
1719406405927,6609768
1719406406027,8523272
1719406406127,6918104
1719406406227,5410048
1719406406327,4111792
1719406406427,7153440
1719406406527,6056584
1719406406627,7364888
1719406406727,7019080
1719406406827,8149400
1719406406927,5062608
1719406407031,7508832
1719406407131,7506760
1719406407231,8033760
1719406407331,7723896
1719406407431,6867480
1719406407531,6657544
1719406407631,6814728
1719406407731,4894320
1719406407831,6278528
1719406407931,6028096
